Month,Day,Hour,AverageTemp,LowTemp,HighTemp,Temp,Humi,Wind,RainFall,Solar_Power
0.045377415,0.0,1.9772757,0.0,0.21598561,0.44290215,3.2736735,0.0572442,0.0,0.0,0.0
0.20471184,0.0,1.1809397,0.0,0.0,0.0,2.015234,2.4975526,0.0,0.0,0.0
0.3496648,0.0,0.3768888,0.60165924,0.0,0.0,3.0343518,2.5948508,0.0,0.0,0.59539545
0.04856647,0.0,1.2270036,0.048063964,0.0,0.0,4.122769,0.5592561,0.0,0.0,0.0
0.0,0.0,1.225517,2.649872,0.0,0.0,1.2564859,1.6885042,0.0,0.0,0.0
0.14904149,0.0,1.1776255,0.0,0.0,0.0,0.6838246,2.3000627,0.0,0.0,0.0
0.0,0.0,0.042943962,4.30669,0.0,0.0,0.117465734,1.2416878,0.0,0.0,0.6454567
0.27253726,0.0,1.002758,0.35744482,0.0,0.8275582,2.1554852,2.3481073,0.0,0.0,0.3785681
0.7407331,0.0,1.3484365,0.0,0.0,1.0746949,2.691215,1.3695456,0.0,0.0,0.31557626
0.0,0.0,0.50904256,2.2415783,0.0,0.0,0.9783097,1.1618152,0.0,0.0,0.0
0.0,0.0,0.9128343,5.843385,0.3709198,0.0,0.0,0.90870416,0.0,0.0,0.0
1.4427663,0.0,2.131568,0.0,0.09531542,0.25076923,3.7374215,1.2893597,0.0,0.0,0.0
0.0,0.0,0.8044055,1.5826658,0.0,0.0,2.1826782,1.1798222,0.0,0.0,0.0
1.687181,0.0,2.6074772,0.0,0.28816625,0.2505624,3.874817,0.89882565,0.0,0.0,0.0
0.0,0.0,0.4170313,2.6732988,0.0,0.0,1.2840089,0.0078068934,0.0,0.0,0.0
0.7552647,0.0,0.0,1.0273583,0.0,0.0,1.6868364,1.4964094,0.0,0.0,0.6521434
0.22643174,0.0,1.6344651,0.0,0.3362661,0.0,2.732233,0.97196305,0.0,0.0,0.0
1.2547418,0.0,1.3835889,0.0,0.0,0.39021274,3.1552873,1.7467173,0.0,0.065165475,0.0
1.8086654,0.0,1.8176739,0.0,0.22218986,0.19462228,3.698174,1.1166134,0.0,0.0,0.0
0.0,0.0,0.8026047,3.0551434,0.0,0.0,2.68155,0.0,0.0,0.0,0.0
