Month,Day,Hour,AverageTemp,LowTemp,HighTemp,Temp,Humi,Wind,RainFall,Solar_Power
0.5012475,0.61714214,0.53793985,0.24109331,0.3926996,0.34541982,0.3819271,0.75947195,0.2663357,0.0,0.028282464
0.4614095,0.35231906,0.36651593,0.16263449,0.31117645,0.25728142,0.19312555,0.9984653,0.25491577,0.0,0.19571412
0.3188828,0.6680031,0.0,0.0,0.23846595,0.28886408,0.37650254,0.0,0.41819328,0.0,0.0
0.604859,0.5528786,0.58125854,0.47138816,0.6212151,0.54640603,0.5614175,0.87883806,0.20201503,0.0,0.19367464
0.5911149,0.4312832,0.4795719,0.57591814,0.72544694,0.6535779,0.6173707,0.7355293,0.12428467,0.0,0.17415145
0.55680645,0.47261557,0.33263108,0.40124768,0.54217696,0.48317966,0.46376598,0.7650689,0.20891476,0.0,0.04152544
0.7444635,0.3297041,0.49777922,0.84466964,0.9473635,0.91276646,0.8136134,1.0077887,0.0,0.0,0.3790593
0.70534325,0.42724296,0.63682204,0.70610934,0.84538674,0.73056257,0.72984433,1.0577533,0.023612872,0.0,0.4839055
0.39383358,0.4776196,0.5532104,0.0,0.097477734,0.0,0.010019809,1.1409297,0.37865433,0.0,0.22256935
0.6872225,0.32651988,0.0,0.57742774,0.7563746,0.72774965,0.66410875,0.7514132,0.10584433,0.0,0.0
0.5779414,0.44936934,0.63565534,0.59170365,0.6714258,0.61987257,0.553893,0.9226199,0.06428014,0.0,0.44191533
0.5944607,0.4004392,0.4577527,0.58640903,0.7252654,0.66896814,0.5805416,0.7607671,0.12015412,0.0,0.16291115
0.674966,0.3061632,0.12011263,0.5747829,0.74169815,0.74914503,0.6173656,0.8372435,0.051657483,0.0,0.0
0.773983,0.28102136,0.5459578,0.8500863,0.98836946,0.917307,0.8112184,1.126667,0.0,0.0,0.58507943
0.73719096,0.4612143,0.66568995,0.8133234,0.95578957,0.87443924,0.86794055,0.87052447,0.0,0.0,0.4323896
0.71113455,0.31528914,0.41830844,0.56566334,0.72325313,0.62729234,0.55288136,1.2123847,0.15603943,0.0,0.28451476
0.34539872,0.6144156,0.7029612,0.15872104,0.23219937,0.20617676,0.15364674,0.6729791,0.28740877,0.0,0.21431413
0.49508327,0.5687412,0.26491177,0.34038323,0.46898773,0.50380504,0.40830696,0.51108617,0.20031588,0.0,0.0
0.6173012,0.3206613,0.3073455,0.5608397,0.68460155,0.5553454,0.49022508,0.97683245,0.18163148,0.0,0.22263318
0.42918095,0.75576437,0.25866348,0.15482476,0.2952819,0.3308109,0.34000498,0.36363545,0.38982785,0.0,0.0
0.368169,0.53064084,0.37106654,0.1207826,0.25637373,0.27288237,0.22252084,0.5900536,0.2390674,0.0,0.0
0.48463705,0.5522875,0.6272892,0.32010272,0.41103953,0.39041847,0.36157396,0.85458326,0.22235075,0.0,0.19583385
0.6677054,0.415443,0.22609818,0.61737156,0.77433646,0.7481407,0.68081164,0.7274808,0.083964184,0.0,0.0
0.77619874,0.37033355,0.48722178,0.80607194,0.9582832,0.94347715,0.82178354,0.93846345,0.0,0.0,0.37381896
0.5901232,0.4513698,0.080333024,0.4825812,0.6926738,0.65860593,0.6744436,0.47817907,0.21963443,0.0,0.0
0.3303688,0.49003187,0.24065788,0.0,0.036910206,0.0,0.006078273,0.8029763,0.4413129,0.0,0.0
