Month,Day,Hour,AverageTemp,LowTemp,HighTemp,Temp,Humi,Wind,RainFall,Solar_Power
0.5503922,0.564447,0.39808375,0.47231877,0.46488434,0.59939146,0.38836175,0.8861519,0.0735006,0.0,0.0
0.40788105,0.41096884,0.6669101,0.49000552,0.4540397,0.47252905,0.52326965,0.5738199,0.38652718,0.0,0.16091119
0.40360364,0.45835316,0.6780198,0.47720283,0.45824745,0.45255685,0.5388428,0.5368909,0.43595815,0.0,0.24253859
0.32494125,0.44476134,0.79825777,0.478055,0.44498476,0.4064454,0.5809314,0.4932484,0.50145006,0.0,0.3473571
0.47031614,0.5457822,0.50329965,0.47764224,0.44648555,0.5279632,0.4532155,0.72817934,0.21214515,0.0,0.021457683
0.25300062,0.48897213,0.88096714,0.47590554,0.43291056,0.35656285,0.6469371,0.41051206,0.613441,0.0,0.5526742
0.5999444,0.47136137,0.23583502,0.47759345,0.46368343,0.65924376,0.32715964,0.9391527,0.0,0.0,0.0
0.35734653,0.48188108,0.68110096,0.49026477,0.44373548,0.44855124,0.5500356,0.5486509,0.4277565,0.0,0.30115783
0.21881595,0.47375578,0.9188637,0.4678459,0.42986044,0.34524328,0.67068875,0.4055996,0.64812464,0.0,0.5940629
0.37642235,0.45691046,0.7099084,0.49608245,0.46298313,0.4361341,0.57243663,0.5202364,0.4433983,0.0,0.31474417
0.45805696,0.49874464,0.56899095,0.46104562,0.44028047,0.5029311,0.4632211,0.68407404,0.26430428,0.0,0.0444546
0.505394,0.5974827,0.41989154,0.47472608,0.46162933,0.55525476,0.4490747,0.7340451,0.18827344,0.0,0.03273568
0.5131708,0.6329183,0.38064405,0.4795549,0.45447138,0.5624158,0.4347225,0.75278115,0.14299339,0.0,0.005054038
0.44597632,0.48456335,0.5042202,0.49401277,0.46853992,0.52002555,0.47264704,0.6711322,0.2740569,0.0,0.10516617
0.45682144,0.42028487,0.5282377,0.4671852,0.44745064,0.52330685,0.4473262,0.69398934,0.24043316,0.0,0.0
0.28979766,0.40954438,0.82339525,0.47771773,0.42484698,0.38544005,0.6090262,0.46493423,0.5564648,0.0,0.4222399
0.5294948,0.5562524,0.30487877,0.48916426,0.46223608,0.6191755,0.37817556,0.8584236,0.05821824,0.0,0.0
0.42378622,0.46535617,0.64387727,0.49364462,0.46460158,0.47157127,0.53317887,0.5619166,0.39220208,0.0,0.21564963
0.35804346,0.48312774,0.718768,0.46668795,0.4373523,0.42622936,0.5634485,0.50985795,0.46872997,0.0,0.30456468
0.34901232,0.45253173,0.690639,0.47005334,0.43822742,0.42727676,0.5439268,0.5217109,0.46479362,0.0,0.2768567
0.39537632,0.35781184,0.6107762,0.48788276,0.44882885,0.47678074,0.51719266,0.57110023,0.38393945,0.0,0.19853796
0.5901498,0.6374233,0.26481402,0.4779215,0.47147197,0.64842236,0.3590332,0.9513986,0.0,0.0,0.0
0.30895463,0.4542516,0.78591776,0.47699687,0.43929312,0.39740562,0.6040122,0.4645865,0.52989674,0.0,0.42133617
0.3359996,0.45590365,0.7398175,0.47408727,0.41451585,0.4224441,0.5385801,0.55838794,0.42574248,0.0,0.2699225
0.46207318,0.4841144,0.47489357,0.47147685,0.44466564,0.5387796,0.42856833,0.7138109,0.22553271,0.0,0.0
0.40763006,0.4228059,0.65324295,0.46454573,0.43881115,0.4502664,0.5352673,0.56063855,0.39259326,0.0,0.21957204
0.5085936,0.36430886,0.4660887,0.4943973,0.45526943,0.55082345,0.44716668,0.65998155,0.23388493,0.0,0.0
0.4225393,0.5514673,0.52153057,0.47301042,0.4472506,0.5050143,0.4660264,0.6826688,0.26945287,0.0,0.053180598
0.5313601,0.5684731,0.3140611,0.46725658,0.45790458,0.61006004,0.3885427,0.858528,0.05914256,0.0,0.0
0.40927178,0.5849885,0.5803786,0.4807747,0.45310557,0.49352524,0.51263934,0.61712897,0.3280523,0.0,0.21545704
0.38972417,0.43471658,0.5968346,0.47843984,0.4457752,0.47482297,0.51562434,0.5796741,0.37649494,0.0,0.18887785
0.40668845,0.44564208,0.6208038,0.47115415,0.44859844,0.47101125,0.509945,0.5837645,0.37764478,0.0,0.14811559
0.47334558,0.46980593,0.54199374,0.4924766,0.45706716,0.5195605,0.47936365,0.6176363,0.2926174,0.0,0.08912804
0.500854,0.4639662,0.43993366,0.48619047,0.4684048,0.5656417,0.43903598,0.7254097,0.18241301,0.0,0.0
0.48433778,0.48358443,0.44263014,0.49874082,0.4544922,0.5590912,0.44459188,0.7200091,0.18722579,0.0,0.006394621
