Month,Day,Hour,AverageTemp,LowTemp,HighTemp,Temp,Humi,Wind,RainFall,Solar_Power
0.3617552,0.5482827,1.1892307,0.15740576,0.20255348,0.32395744,0.25836307,0.6668481,0.31369463,0.0,0.0
0.45105028,0.5881652,0.3995812,0.76924574,0.84923387,0.7509635,0.76928043,0.78066933,0.28240508,0.0,0.20150879
0.42691833,0.5128282,0.26654238,0.7758499,0.8315021,0.7743831,0.77426976,0.7641691,0.26160944,0.0,0.12882933
0.8459822,0.33368725,0.0,0.5786892,0.8751211,0.6759734,0.83176756,0.8461226,0.0,0.0,0.026104525
0.67289567,0.31608558,0.0,0.5640832,0.6446246,0.5720183,0.7869647,0.72609305,0.0,0.0,0.0
0.34053698,0.5935869,0.83759046,0.5274903,0.5850868,0.55981165,0.54129887,0.74457747,0.27804142,0.0,0.0
0.6364316,0.4702405,0.530527,0.6636703,0.92532957,0.697939,0.7818967,0.8501816,0.071068734,0.0,0.0
0.33377096,0.5432679,0.5160399,0.6163691,0.57312703,0.6212985,0.66932034,0.7631924,0.25107804,0.0,0.0
0.7984743,0.3391747,1.0278119,0.0,0.086356446,0.09618142,0.19542426,0.74151725,0.0,0.0,0.0
0.60797364,0.56983334,0.91442186,0.23458962,0.45580605,0.3842125,0.40387458,0.73875123,0.15483385,0.0,0.0
0.51535344,0.48384517,1.444577,0.0,0.08579525,0.15605494,0.11326724,0.69299656,0.1208145,0.0,0.0
0.5940035,0.5413252,0.55850494,0.55662453,0.74485505,0.6279636,0.66174376,0.78723794,0.23217723,0.0,0.0906384
0.3118217,0.6313247,0.7796552,0.5444837,0.57882285,0.5736119,0.5087819,0.6825061,0.39671046,0.0,0.114798546
0.6917238,0.4779741,0.5434467,0.52178174,0.7796525,0.6257137,0.71718836,0.8328816,0.03394933,0.0,0.0
0.0,0.5617833,0.0,0.84325683,0.38223478,0.6617582,0.66288304,0.5341408,0.58173996,0.0,0.0
0.6748013,0.4185211,1.1770782,0.0,0.02093032,0.06442347,0.08825287,0.68355453,0.0,0.0,0.0
0.0,0.6535022,0.3213658,0.76195025,0.46407562,0.65646833,0.5925879,0.5573436,0.6720104,0.0,0.203352
0.83986276,0.37040678,0.0,0.59665984,0.89936996,0.664649,0.83084613,0.8249632,0.0,0.0,0.061100855
0.66141593,0.42367277,1.1005859,0.0,0.0,0.06825626,0.0974305,0.67092365,0.0049735755,0.0,0.0
0.6272614,0.4172437,1.3377085,0.0,0.0,0.0,0.0,0.6357934,0.0,0.0,0.0
0.7047747,0.50443226,0.54777586,0.38662058,0.63296723,0.52360046,0.61176306,0.7965083,0.08491239,0.0,0.0
0.19073251,0.51137036,0.47631344,0.7221209,0.6347263,0.69369656,0.6538077,0.71603507,0.36595014,0.0,0.0
0.38233322,0.5084299,0.56511134,0.61306405,0.6050396,0.65822667,0.62698984,0.75943315,0.30616572,0.0,0.027610153
0.2138598,0.5702378,1.1773827,0.26006505,0.2585696,0.34987488,0.24055329,0.63594383,0.35269636,0.0,0.0
0.69063425,0.44513562,0.5509974,0.32347465,0.54513276,0.46525094,0.55389595,0.75849706,0.11585513,0.0,0.12751816
0.0,0.7941928,1.258852,0.27753675,0.0,0.26038426,0.0,0.29928383,0.88496935,0.0,0.05570758
0.0,0.6191949,0.4050846,0.7207635,0.503015,0.6586219,0.57962215,0.5945638,0.5859873,0.0,0.1651914
0.8882216,0.39440992,0.8114154,0.16685897,0.5360247,0.37398258,0.50164723,0.83978796,0.0,0.0,0.0
0.90088755,0.39642987,0.30540526,0.39980337,0.8061874,0.57138073,0.7671574,0.85670245,0.0,0.0,0.0
0.52667487,0.45916563,1.3646975,0.0,0.0,0.012237847,0.0,0.6235099,0.10810274,0.0,0.0
0.24088886,0.6277446,0.64530176,0.6922214,0.6685761,0.6913232,0.6205019,0.7034178,0.4377861,0.0,0.24352646
0.0,0.57087815,0.14409375,0.8768021,0.628369,0.7571077,0.74558455,0.6357701,0.5866947,0.0,0.20699853
0.0,0.6284104,0.57383066,0.68450224,0.4563076,0.61235833,0.5027302,0.5667907,0.6748713,0.0,0.30809602
0.4591049,0.55389893,0.50150526,0.7619125,0.88482606,0.73943186,0.765804,0.79956734,0.19568422,0.0,0.028063104
0.0,0.6350931,1.3524096,0.029752016,0.0,0.1314098,0.0,0.41395593,0.6410793,0.0,0.0
0.8975563,0.3748115,0.2930617,0.4040587,0.8186666,0.55943763,0.7166416,0.8440525,0.0,0.0,0.0
0.9765154,0.17490402,0.0,0.16662553,0.48677823,0.38719317,0.71164906,0.7599522,0.0,0.0,0.0
0.37087393,0.42695764,0.0,0.6896572,0.5246366,0.637064,0.7677566,0.68973225,0.17343362,0.0,0.0
0.8768381,0.429247,0.89878625,0.024163097,0.44671026,0.2673515,0.39950064,0.8146159,0.0,0.0,0.0
0.8990208,0.3648857,0.2851693,0.37732342,0.7153692,0.5412269,0.72440785,0.8629527,0.0,0.0,0.0
0.53878045,0.5068209,1.0266168,0.43517652,0.63565075,0.5205332,0.5332924,0.8114856,0.14820412,0.0,0.0
0.43577394,0.5619887,0.7647586,0.44556668,0.5457972,0.5194365,0.49325675,0.7094983,0.30609336,0.0,0.08567819
0.87572944,0.26036698,1.2946382,0.0,0.0,0.0,0.0011035204,0.7349478,0.0,0.0,0.0
0.64664745,0.40589914,0.0,0.7212069,0.9010731,0.7036389,0.8342267,0.7872334,0.070399985,0.0,0.045502774
0.0,0.5679992,0.0,0.85882765,0.5011084,0.6947861,0.75311875,0.5644167,0.4826482,0.0,0.0
0.3882891,0.5751588,0.73727256,0.48509932,0.5372808,0.5383047,0.4611503,0.70531833,0.30484563,0.0,0.0
0.37274957,0.49033412,1.3002777,0.17756912,0.24472186,0.31694394,0.22052664,0.69407594,0.21688114,0.0,0.0
0.6257649,0.5129135,0.41197187,0.575938,0.8045541,0.65191466,0.75288177,0.79392004,0.20542401,0.0,0.106814325
0.28991094,0.49073353,0.03388706,0.8575889,0.8266388,0.7594051,0.82420623,0.7376559,0.3031533,0.0,0.0
0.689931,0.39612594,0.1786905,0.7040093,0.94197154,0.7209702,0.8236388,0.8418946,0.0,0.0,0.0
0.3769886,0.4324196,1.1657021,0.0513373,0.11072621,0.22795302,0.1696487,0.63079613,0.25567952,0.0,0.0
0.0,0.69276935,0.2957377,0.85126287,0.6793442,0.75801605,0.7167895,0.59967905,0.6573149,0.0,0.4027701
0.0,0.6345047,1.1441855,0.22234994,0.019163102,0.28954232,0.07134947,0.47168362,0.5876386,0.0,0.01053758
0.9697013,0.32402056,0.2877369,0.20154053,0.5868926,0.43401054,0.6389076,0.8392272,0.0,0.0,0.0
0.6695049,0.4259613,1.1290029,0.0,0.1550841,0.17344311,0.21911593,0.732381,0.024423718,0.0,0.0
0.049518645,0.63158846,0.24687882,0.7763372,0.53740823,0.6919771,0.69472253,0.6472354,0.5453204,0.0,0.1393168
0.71529883,0.41424447,1.176075,0.14043772,0.406435,0.3581925,0.3785475,0.8119472,0.0,0.0,0.0
0.0,0.61991024,0.5225485,0.747156,0.5097822,0.64622474,0.60327554,0.6237082,0.5445794,0.0,0.0014412254
0.69353783,0.41805077,0.882662,0.1672835,0.3725004,0.36232698,0.41309023,0.7722772,0.04532522,0.0,0.0
0.7667358,0.3891444,0.12769663,0.613456,0.84444904,0.6802692,0.80189204,0.8498888,0.0,0.0,0.0
0.311624,0.5791928,0.616947,0.7084873,0.70635617,0.67701954,0.66717255,0.75607824,0.37474567,0.0,0.07639326
0.8524122,0.36188596,0.0,0.47749412,0.77204716,0.5805196,0.7732556,0.81795245,0.0,0.0,0.0
0.1393641,0.5519575,0.0,0.90389436,0.73746884,0.77470446,0.82467705,0.63641894,0.44340643,0.0,0.14368102
0.03896591,0.46622926,1.9524748,0.0,0.0,0.0,0.0,0.44151682,0.32290992,0.0,0.0
0.5244949,0.42742437,1.2241228,0.0,0.0,0.13285565,0.13055936,0.6586218,0.14535636,0.0,0.0
0.85149455,0.4418818,0.7645785,0.3109262,0.6967523,0.47747064,0.5843707,0.8706256,0.0,0.0,0.0
0.4146111,0.5809178,0.7821326,0.2884524,0.37687027,0.41280866,0.40024567,0.6455015,0.36222902,0.0,0.14936712
0.75753355,0.34534854,0.0,0.49115464,0.6592605,0.5581363,0.7668672,0.73689115,0.0,0.0,0.0
0.7322426,0.44797248,0.5980034,0.38316238,0.66000605,0.5120534,0.58368385,0.8088283,0.064979196,0.0,0.0
0.930146,0.35702682,0.4322477,0.19202909,0.5931375,0.40361333,0.5777688,0.82609594,0.0,0.0,0.0
0.0,0.55861557,0.0,0.88505554,0.41478017,0.664917,0.7247849,0.5217212,0.5240787,0.0,0.0
0.0,0.57469904,1.2119219,0.16041613,0.0,0.26379168,0.09202626,0.5301006,0.53134817,0.0,0.0
0.632539,0.47731197,0.4489761,0.58529687,0.801721,0.66270244,0.6972462,0.80674577,0.13794267,0.0,0.13307118
0.69520164,0.48801315,0.9022679,0.3459684,0.55750763,0.46434075,0.49397892,0.8122266,0.073404044,0.0,0.0
0.5412017,0.47045818,0.0,0.77156395,0.82324564,0.7359103,0.84107995,0.76937705,0.187152,0.0,0.08351727
0.85948324,0.37532026,0.27211925,0.45111597,0.78523314,0.5692818,0.7531313,0.8509622,0.0,0.0,0.03982328
0.90528035,0.32858992,0.39986768,0.2509541,0.6193726,0.44890365,0.61956656,0.83648264,0.0,0.0,0.0
0.7508028,0.36598882,1.236264,0.0,0.20946297,0.184827,0.23757128,0.7679641,0.0,0.0,0.0
0.8576791,0.3551261,0.723837,0.090786576,0.39612073,0.33225474,0.44830465,0.8011887,0.0,0.0,0.0
0.489234,0.5062369,0.5129826,0.62979436,0.7033874,0.6670159,0.6768687,0.78230083,0.26650494,0.0,0.06723751
0.9032536,0.37098616,0.3521471,0.4601562,0.7797506,0.59768885,0.73644876,0.88354653,0.0,0.0,0.0
0.6072885,0.40846056,1.1486008,0.0,0.012250036,0.113139376,0.112800986,0.67254996,0.088705406,0.0,0.0
0.7082673,0.30934346,0.0,0.6959389,0.8581414,0.72105134,0.8529726,0.8254217,0.013978556,0.0,0.0
0.40734625,0.54668844,0.15103531,0.7569648,0.8238863,0.7141453,0.8093075,0.74679554,0.2459978,0.0,0.0043746084
0.89756083,0.30746445,0.0,0.33602443,0.65596795,0.48333907,0.68347216,0.8287393,0.0,0.0,0.0
0.41000944,0.4992327,0.3750742,0.7081546,0.72151554,0.70180273,0.71807945,0.7609522,0.31558275,0.0,0.0
0.22119237,0.43529117,0.0,0.77608,0.5162678,0.6746707,0.7786546,0.6300267,0.28853598,0.0,0.0
0.44584346,0.47861946,0.0,0.7820941,0.781585,0.7111793,0.8345957,0.7443206,0.1898947,0.0,0.0
0.07831654,0.5924583,0.08541018,0.873515,0.672127,0.730159,0.7515681,0.6697769,0.5044413,0.0,0.1581301
0.7686732,0.4532247,0.8441654,0.25311488,0.5339724,0.41128454,0.47670388,0.79976726,0.028135031,0.0,0.0
0.2982377,0.56424403,0.62088645,0.5934136,0.62034714,0.6118456,0.5831971,0.6936561,0.42666596,0.0,0.26024202
0.32111046,0.586225,0.38828698,0.78757226,0.82155144,0.77268577,0.79235506,0.7421371,0.40429226,0.0,0.28273338
0.14190094,0.5985319,0.70008904,0.6563816,0.5815108,0.61173546,0.5843743,0.70408094,0.40978262,0.0,0.0
0.51862645,0.60262644,0.8256763,0.4385525,0.58806396,0.5352612,0.5512638,0.77344483,0.21693084,0.0,0.0
0.6625378,0.47985506,0.33915526,0.59007627,0.7851424,0.6653716,0.7656005,0.8208275,0.12379615,0.0,0.0
0.0,0.64456785,0.0,0.7940303,0.15468064,0.59058225,0.55242443,0.43097544,0.75101376,0.0,0.0
0.504235,0.52826995,0.88923067,0.22399122,0.301617,0.354146,0.33278728,0.68282926,0.26076123,0.0,0.0
0.0,0.6556736,1.1472404,0.37382755,0.21222645,0.3750623,0.23614822,0.57458776,0.5480052,0.0,0.0
